actual_label,predicted_label,reconstruction_error,flagged_as_anomaly
normal,normal,0.009274118,0
normal,normal,0.0020334488,0
smurf,smurf,0.50908166,1
normal,neptune,43.385265,1
normal,normal,0.003201781,0
normal,normal,0.0013458808,0
portsweep,portsweep,1.0968087,1
normal,normal,0.010051135,0
neptune,neptune,0.5631045,1
normal,normal,0.004655163,0
normal,normal,0.009841073,0
normal,normal,0.00962479,0
portsweep,portsweep,0.40368864,1
normal,normal,0.0017546028,0
neptune,neptune,0.4621679,1
normal,normal,0.031636436,0
neptune,neptune,0.4196422,1
neptune,neptune,0.59728956,1
neptune,neptune,0.7315153,1
normal,normal,0.002722772,0
normal,normal,0.0037903453,0
normal,normal,0.0013378905,0
normal,normal,0.027913583,0
neptune,neptune,0.5625603,1
normal,normal,0.0016714274,0
neptune,neptune,0.6014742,1
neptune,neptune,0.5968152,1
normal,normal,0.0009333443,0
teardrop,teardrop,3.7743032,1
normal,normal,0.0011158409,0
normal,normal,0.011522593,0
portsweep,portsweep,1.4307632,1
normal,normal,0.0007010849,0
portsweep,portsweep,0.14733939,1
neptune,neptune,0.58721304,1
neptune,neptune,0.61849535,1
neptune,neptune,0.5679107,1
normal,normal,0.001859211,0
neptune,neptune,0.57195187,1
neptune,neptune,0.57360667,1
neptune,neptune,0.2575513,1
neptune,neptune,0.5815457,1
back,normal,0.029149495,0
normal,normal,0.020694846,0
normal,normal,0.045145907,0
normal,normal,0.00042086115,0
normal,satan,0.07079213,1
normal,spy,0.11817063,1
normal,ipsweep,0.07497865,1
normal,normal,0.019866204,0
normal,normal,0.0034400625,0
neptune,neptune,0.58344734,1
normal,normal,0.005682121,0
normal,satan,0.23727919,1
normal,smurf,0.109581724,1
neptune,neptune,0.5887926,1
phf,phf,3.278627,1
neptune,neptune,0.6508105,1
normal,normal,0.035484374,0
neptune,neptune,0.5203784,1
normal,normal,0.0014768818,0
back,normal,0.06213731,0
neptune,neptune,0.5847612,1
neptune,neptune,0.7046499,1
neptune,neptune,0.4343687,1
neptune,neptune,0.7258119,1
smurf,smurf,0.36207616,1
normal,normal,0.0056746975,0
neptune,neptune,0.6989701,1
normal,normal,0.001194416,0
normal,normal,0.0006968354,0
nmap,nmap,0.13653605,1
neptune,neptune,0.4488318,1
normal,normal,0.0056238533,0
satan,satan,1.2769701,1
normal,normal,0.0006322986,0
neptune,neptune,0.59054834,1
normal,normal,0.0018366979,0
normal,normal,0.020974746,0
portsweep,portsweep,0.14464742,1
neptune,neptune,0.68719256,1
normal,normal,0.0003630614,0
normal,normal,0.00035086498,0
neptune,neptune,0.587504,1
normal,normal,0.0065223724,0
neptune,neptune,0.58387583,1
normal,normal,0.01433394,0
neptune,neptune,0.74590015,1
normal,normal,0.0075378236,0
neptune,neptune,0.7469305,1
ipsweep,ipsweep,0.31098825,1
portsweep,portsweep,0.5612769,1
normal,normal,0.0012957711,0
ipsweep,ipsweep,0.43533084,1
normal,normal,0.0010695957,0
normal,normal,0.00042833437,0
normal,normal,0.00065931457,0
normal,normal,0.0035869076,0
normal,nmap,0.12912428,1
neptune,neptune,0.6614316,1
normal,normal,0.0034380625,0
neptune,neptune,0.66406024,1
portsweep,portsweep,0.24592628,1
normal,normal,0.0030662743,0
neptune,neptune,0.5904368,1
neptune,neptune,0.38287476,1
neptune,neptune,0.5903942,1
normal,normal,0.0014537195,0
normal,normal,0.032665566,0
normal,warezclient,0.29172623,1
ipsweep,ipsweep,0.28219256,1
normal,normal,0.0011183149,0
normal,normal,0.023480086,0
neptune,neptune,0.5869975,1
neptune,neptune,0.7347687,1
neptune,neptune,0.35238665,1
normal,normal,0.0038152125,0
normal,normal,0.00194108,0
neptune,neptune,0.5961385,1
smurf,smurf,0.26538274,1
normal,normal,0.0044761486,0
normal,normal,0.006320992,0
normal,normal,0.014118025,0
normal,normal,0.005861828,0
normal,normal,0.016501136,0
neptune,neptune,0.6729549,1
normal,normal,0.0004328715,0
satan,satan,1.4869622,1
neptune,neptune,0.6044205,1
neptune,neptune,0.671756,1
normal,normal,0.0070041385,0
normal,normal,0.0004382625,0
normal,normal,0.010224211,0
normal,normal,0.00046631915,0
satan,satan,0.3439212,1
neptune,neptune,0.69181436,1
neptune,neptune,0.6928626,1
neptune,neptune,0.5146651,1
normal,normal,0.0019265783,0
normal,normal,0.0154568665,0
normal,normal,0.0005540146,0
normal,normal,0.016928628,0
normal,normal,0.0069415835,0
neptune,neptune,0.5892882,1
neptune,neptune,0.69724476,1
portsweep,portsweep,0.38278872,1
normal,normal,0.031801123,0
neptune,neptune,0.59548074,1
neptune,neptune,0.52838874,1
neptune,neptune,0.66531515,1
normal,normal,0.0075271986,0
normal,normal,0.0021257359,0
normal,normal,0.00084654486,0
neptune,neptune,0.58114684,1
smurf,smurf,0.33367416,1
normal,normal,0.001063429,0
neptune,neptune,0.51089144,1
normal,normal,0.0054522012,0
teardrop,teardrop,3.7568026,1
normal,normal,0.0050311806,0
neptune,neptune,0.44883943,1
satan,satan,1.5636567,1
smurf,smurf,0.24629296,1
neptune,neptune,0.5170683,1
normal,normal,0.00048508396,0
normal,normal,0.007120451,0
normal,normal,0.00067509426,0
normal,normal,0.010921385,0
normal,guess_passwd,0.1012331,1
normal,ipsweep,0.068089165,1
satan,satan,0.28530186,1
normal,warezclient,0.19199611,1
neptune,neptune,0.5630419,1
normal,normal,0.00054790644,0
neptune,neptune,0.5822773,1
neptune,neptune,0.59333056,1
normal,normal,0.0028944244,0
normal,normal,0.0004616682,0
neptune,neptune,0.6931077,1
neptune,neptune,0.71542317,1
normal,warezclient,0.13406567,1
neptune,neptune,0.70854884,1
normal,normal,0.0013564248,0
normal,normal,0.0010072516,0
normal,nmap,0.07707983,1
normal,normal,0.00083759014,0
neptune,neptune,0.6880932,1
portsweep,portsweep,0.6636564,1
satan,normal,0.061308384,0
normal,normal,0.0008112299,0
normal,normal,0.00049090385,0
neptune,neptune,0.68208086,1
normal,normal,0.027821904,0
normal,normal,0.017725913,0
normal,normal,0.0010258182,0
normal,normal,0.0027660287,0
smurf,smurf,0.2496437,1
neptune,neptune,0.55753875,1
neptune,neptune,0.27241978,1
normal,normal,0.062137935,0
normal,normal,0.009593836,0
normal,normal,0.007815725,0
normal,ipsweep,0.16972324,1
neptune,neptune,0.3680076,1
normal,normal,0.00892814,0
normal,normal,0.009367253,0
normal,normal,0.0012746822,0
normal,neptune,0.09297249,1
normal,phf,0.21483095,1
neptune,neptune,0.7279088,1
normal,normal,0.00086367736,0
normal,normal,0.029325586,0
normal,normal,0.010132233,0
neptune,neptune,0.6093476,1
neptune,neptune,0.57884824,1
neptune,neptune,0.7391036,1
neptune,neptune,0.538591,1
normal,normal,0.00043411346,0
teardrop,teardrop,3.7226136,1
normal,normal,0.0026758984,0
normal,normal,0.010646124,0
normal,normal,0.013914904,0
normal,normal,0.0134022115,0
ipsweep,ipsweep,0.48500788,1
normal,normal,0.002535046,0
neptune,neptune,0.6552432,1
normal,normal,0.0071668727,0
normal,normal,0.0016336462,0
normal,normal,0.0024609035,0
normal,normal,0.026875092,0
normal,normal,0.006283504,0
neptune,neptune,0.5756231,1
neptune,neptune,0.63283443,1
normal,normal,0.0030789594,0
neptune,neptune,0.6882232,1
normal,normal,0.000536885,0
neptune,neptune,0.42072368,1
normal,normal,0.012220177,0
normal,normal,0.05112571,0
ipsweep,ipsweep,0.27465498,1
portsweep,portsweep,0.5622142,1
neptune,neptune,0.28448114,1
normal,normal,0.0005492706,0
normal,normal,0.002942615,0
normal,normal,0.012440051,0
normal,normal,0.011825633,0
normal,normal,0.0043765046,0
normal,spy,0.23046358,1
neptune,neptune,0.68952364,1
normal,normal,0.0020314176,0
normal,normal,0.008599882,0
normal,normal,0.0038801902,0
normal,normal,0.0060178414,0
portsweep,portsweep,0.19466834,1
normal,normal,0.001484047,0
ipsweep,ipsweep,0.4534616,1
neptune,neptune,0.5024301,1
satan,normal,0.03737601,0
normal,normal,0.025813978,0
normal,normal,0.00093465473,0
satan,satan,1.3572696,1
neptune,neptune,0.71055293,1
normal,normal,0.011548671,0
neptune,neptune,0.71401733,1
neptune,neptune,0.57269716,1
neptune,neptune,0.7298214,1
normal,normal,0.0030988972,0
normal,normal,0.016857931,0
normal,normal,0.0010688829,0
neptune,neptune,0.466112,1
normal,normal,0.0061319075,0
normal,normal,0.020483531,0
normal,normal,0.021678094,0
normal,normal,0.0013521225,0
normal,normal,0.0022792772,0
normal,normal,0.0057560587,0
normal,normal,0.008318145,0
neptune,neptune,0.68721145,1
neptune,neptune,0.57978576,1
neptune,neptune,0.59443426,1
neptune,neptune,0.64848065,1
normal,normal,0.037622303,0
neptune,neptune,0.7428567,1
normal,normal,0.0033342512,0
neptune,neptune,0.57564086,1
neptune,neptune,0.5746459,1
neptune,neptune,0.60822177,1
normal,normal,0.011423027,0
satan,normal,0.05683137,0
neptune,neptune,0.34294444,1
normal,normal,0.00517696,0
normal,normal,0.00044943,0
neptune,neptune,0.58551294,1
neptune,neptune,0.5837302,1
neptune,neptune,0.6874122,1
normal,normal,0.0009471672,0
portsweep,portsweep,0.3912193,1
neptune,neptune,0.5846609,1
normal,warezclient,0.09502729,1
ipsweep,ipsweep,0.26502678,1
normal,normal,0.00410058,0
neptune,neptune,0.6497467,1
normal,normal,0.0031779197,0
normal,normal,0.04004203,0
normal,ipsweep,0.69066024,1
ipsweep,ipsweep,0.30175874,1
normal,warezclient,0.13573658,1
normal,normal,0.0035558308,0
normal,normal,0.007163156,0
neptune,neptune,0.70604897,1
normal,normal,0.012952758,0
neptune,neptune,0.49482593,1
normal,normal,0.0007650502,0
portsweep,portsweep,0.1202214,1
neptune,neptune,0.6025625,1
neptune,neptune,0.576583,1
normal,normal,0.0038077058,0
normal,imap,0.09864736,1
normal,normal,0.0035381792,0
normal,normal,0.036341615,0
ipsweep,ipsweep,0.3049342,1
nmap,normal,0.007865659,0
smurf,smurf,0.4608864,1
normal,normal,0.0042333985,0
normal,normal,0.0054316134,0
neptune,neptune,0.7372678,1
neptune,neptune,0.23729753,1
neptune,neptune,0.58501303,1
neptune,neptune,0.6841213,1
ipsweep,ipsweep,0.287978,1
neptune,neptune,0.71272004,1
normal,normal,0.011311857,0
normal,normal,0.00897075,0
normal,normal,0.00037583255,0
normal,normal,0.0066847824,0
normal,normal,0.0060988157,0
neptune,neptune,0.67823744,1
normal,normal,0.0032923468,0
normal,normal,0.0033820416,0
normal,satan,0.09077586,1
neptune,neptune,0.6976512,1
neptune,neptune,0.32020164,1
neptune,neptune,0.3093854,1
normal,normal,0.029646272,0
normal,normal,0.024292564,0
normal,normal,0.010704797,0
normal,normal,0.05297018,0
normal,normal,0.0031748146,0
normal,normal,0.005856168,0
portsweep,portsweep,0.38908693,1
normal,normal,0.022851193,0
neptune,neptune,0.53389865,1
normal,normal,0.0010688592,0
normal,normal,0.0010688576,0
neptune,neptune,0.54961795,1
normal,normal,0.045294993,0
normal,normal,0.0020775483,0
teardrop,teardrop,3.7188802,1
normal,normal,0.00082676875,0
normal,normal,0.006225218,0
normal,normal,0.0004228724,0
normal,normal,0.0004420782,0
normal,normal,0.02159446,0
ipsweep,normal,0.023331007,0
normal,normal,0.0014477512,0
normal,normal,0.008061099,0
smurf,smurf,0.51160866,1
neptune,neptune,0.56902647,1
normal,normal,0.007377181,0
normal,normal,0.037846964,0
normal,normal,0.007270718,0
normal,normal,0.018134292,0
neptune,neptune,0.5904911,1
neptune,neptune,0.7214118,1
normal,normal,0.0011248023,0
normal,normal,0.005096474,0
normal,normal,0.008499335,0
normal,normal,0.00092632597,0
neptune,neptune,0.3161532,1
portsweep,portsweep,0.33701038,1
normal,normal,0.0019271836,0
neptune,neptune,0.6797213,1
normal,normal,0.006482844,0
smurf,normal,0.036871005,0
neptune,neptune,0.60594887,1
neptune,neptune,0.6785838,1
neptune,neptune,0.70642126,1
normal,normal,0.0050015124,0
normal,normal,0.0066491505,0
normal,normal,0.0006674498,0
smurf,smurf,0.1580953,1
normal,normal,0.002198213,0
neptune,neptune,0.60836834,1
normal,normal,0.004399449,0
neptune,neptune,0.55174655,1
normal,normal,0.00215106,0
neptune,neptune,0.5889881,1
neptune,neptune,0.5793382,1
normal,normal,0.0034993503,0
normal,normal,0.0037741782,0
normal,normal,0.0034078206,0
portsweep,portsweep,0.736656,1
neptune,neptune,0.7479868,1
ipsweep,ipsweep,0.28486323,1
normal,normal,0.01911438,0
normal,normal,0.0005071596,0
normal,normal,0.008512876,0
neptune,neptune,0.6729697,1
normal,normal,0.01392008,0
normal,normal,0.021227794,0
neptune,neptune,0.58805114,1
normal,normal,0.0032094414,0
neptune,neptune,0.5772248,1
nmap,normal,0.009704165,0
normal,normal,0.0004930791,0
neptune,neptune,0.7182036,1
neptune,neptune,0.46212807,1
neptune,neptune,0.5147545,1
normal,normal,0.00069965026,0
neptune,neptune,0.7137242,1
portsweep,portsweep,1.1188141,1
normal,normal,0.001993749,0
normal,normal,0.004813248,0
portsweep,portsweep,0.1766198,1
neptune,neptune,0.32299513,1
normal,normal,0.0058797505,0
normal,normal,0.0105302315,0
neptune,neptune,0.49331966,1
normal,normal,0.019829893,0
normal,normal,0.0065070055,0
portsweep,portsweep,0.7466024,1
neptune,neptune,0.56272227,1
neptune,neptune,0.5860834,1
neptune,neptune,0.5948052,1
nmap,nmap,0.14319786,1
normal,warezclient,0.06757519,1
normal,normal,0.0013546897,0
neptune,neptune,0.639003,1
normal,normal,0.026329959,0
normal,normal,0.00089603214,0
neptune,neptune,0.6853069,1
normal,normal,0.023655,0
normal,normal,0.005135638,0
normal,normal,0.0013768836,0
neptune,neptune,0.64393336,1
neptune,neptune,0.52864826,1
normal,normal,0.002730431,0
neptune,neptune,0.68618274,1
normal,normal,0.005666815,0
neptune,neptune,0.71116847,1
normal,normal,0.008615684,0
normal,normal,0.0066849794,0
normal,normal,0.014296146,0
neptune,neptune,0.6914645,1
satan,satan,0.5736577,1
normal,normal,0.0006592928,0
neptune,neptune,0.4526444,1
normal,normal,0.00080687687,0
normal,normal,0.0060705454,0
normal,normal,0.025226772,0
normal,normal,0.04719099,0
normal,normal,0.0006123615,0
normal,normal,0.00500147,0
normal,normal,0.0007401426,0
portsweep,portsweep,1.5207498,1
normal,normal,0.025749356,0
normal,normal,0.0007672362,0
neptune,neptune,0.66640407,1
normal,normal,0.0147398785,0
normal,normal,0.004657866,0
normal,normal,0.0038982835,0
normal,normal,0.0030261662,0
nmap,nmap,0.14976613,1
normal,normal,0.01110809,0
normal,normal,0.06245901,0
neptune,neptune,0.5208953,1
neptune,neptune,0.6247147,1
normal,normal,0.00041470912,0
normal,normal,0.0003874067,0
normal,normal,0.00057342625,0
nmap,nmap,0.14352092,1
normal,normal,0.001496874,0
neptune,neptune,0.5558017,1
normal,warezclient,0.07822511,1
normal,normal,0.00036967144,0
normal,normal,0.0027482554,0
normal,normal,0.013932434,0
neptune,neptune,0.38825864,1
neptune,neptune,0.5942995,1
normal,normal,0.0021543726,0
normal,normal,0.015168566,0
neptune,neptune,0.59295267,1
normal,normal,0.003957834,0
normal,normal,0.0013707802,0
normal,normal,0.00083759055,0
satan,satan,1.5752736,1
neptune,neptune,0.4988044,1
normal,normal,0.022403529,0
neptune,neptune,0.65246195,1
neptune,neptune,0.25364155,1
neptune,neptune,0.67734975,1
neptune,neptune,0.7021409,1
normal,normal,0.0057326476,0
ipsweep,ipsweep,0.27192855,1
normal,normal,0.00072816847,0
normal,normal,0.00580912,0
neptune,neptune,0.69215834,1
normal,nmap,0.07682607,1
neptune,neptune,0.68123955,1
normal,normal,0.004667947,0
normal,normal,0.010192048,0
neptune,neptune,0.5841074,1
neptune,neptune,0.5816061,1
neptune,neptune,0.68122905,1
normal,normal,0.035977315,0
warezclient,normal,0.036387276,0
neptune,neptune,0.6971486,1
normal,normal,0.039096586,0
normal,normal,0.0055440194,0
neptune,neptune,0.6593604,1
normal,normal,0.020030813,0
neptune,neptune,0.6000737,1
normal,normal,0.0062594838,0
normal,normal,0.002956706,0
warezclient,normal,0.04461148,0
normal,normal,0.010517073,0
normal,normal,0.0052924664,0
normal,normal,0.0033512018,0
satan,normal,0.03991302,0
normal,normal,0.00077791134,0
normal,satan,0.3253545,1
neptune,neptune,0.58873636,1
neptune,neptune,0.44501093,1
normal,normal,0.019865746,0
normal,normal,0.0077312384,0
neptune,neptune,0.65839493,1
normal,normal,0.007210795,0
normal,normal,0.008361492,0
normal,normal,0.0079716025,0
warezclient,normal,0.027707972,0
neptune,neptune,0.6399841,1
normal,normal,0.0012014462,0
neptune,neptune,0.3216428,1
neptune,neptune,0.6607666,1
normal,normal,0.0006594016,0
neptune,neptune,0.39036298,1
normal,warezclient,0.1451801,1
normal,normal,0.0037140008,0
normal,normal,0.001887387,0
nmap,nmap,0.15127692,1
normal,normal,0.013820548,0
neptune,neptune,0.55300254,1
normal,normal,0.0040243706,0
smurf,smurf,0.2895821,1
neptune,neptune,0.4744359,1
neptune,neptune,0.34362605,1
neptune,neptune,0.72953874,1
normal,normal,0.0025549151,0
neptune,neptune,0.5963669,1
neptune,neptune,0.5817028,1
normal,normal,0.0005921621,0
satan,satan,0.4901658,1
normal,normal,0.04634603,0
normal,normal,0.0009471727,0
normal,normal,0.003813374,0
neptune,neptune,0.6839239,1
normal,normal,0.0059890905,0
normal,normal,0.00085304864,0
neptune,neptune,0.69147635,1
normal,normal,0.0022263606,0
normal,normal,0.005564896,0
normal,normal,0.0048028044,0
neptune,neptune,0.5391624,1
normal,normal,0.013210016,0
neptune,neptune,0.66640407,1
neptune,neptune,0.5349709,1
neptune,neptune,0.66621876,1
normal,normal,0.0029538423,0
normal,normal,0.00046549947,0
neptune,neptune,0.41877466,1
neptune,neptune,0.69363266,1
normal,normal,0.011558093,0
normal,normal,0.003781894,0
normal,normal,0.008456262,0
normal,normal,0.0058429968,0
neptune,neptune,0.5900305,1
neptune,neptune,0.65147156,1
ipsweep,ipsweep,1.1002167,1
neptune,neptune,0.6914131,1
normal,normal,0.0058243587,0
portsweep,portsweep,0.28551713,1
ipsweep,ipsweep,0.27838865,1
normal,satan,0.093034044,1
neptune,neptune,0.52531266,1
normal,normal,0.0010624484,0
normal,normal,0.0026881823,0
neptune,neptune,0.713428,1
neptune,neptune,0.34291416,1
satan,satan,0.07306546,1
normal,normal,0.03478586,0
back,back,0.08765225,1
neptune,neptune,0.44962752,1
normal,normal,0.0024392758,0
neptune,neptune,0.7332131,1
normal,normal,0.009766716,0
normal,normal,0.014143282,0
normal,normal,0.0030567755,0
normal,neptune,0.06966466,1
neptune,neptune,0.5952893,1
normal,warezclient,0.09708736,1
neptune,neptune,0.34483576,1
normal,normal,0.002717061,0
normal,normal,0.0362323,0
smurf,normal,0.033439137,0
normal,normal,0.024497416,0
normal,normal,0.006634288,0
neptune,neptune,0.7055744,1
normal,normal,0.006105227,0
neptune,neptune,0.5582904,1
neptune,neptune,0.63552606,1
neptune,neptune,0.65412873,1
normal,normal,0.0005956584,0
normal,normal,0.0021526343,0
neptune,neptune,0.6000317,1
satan,satan,0.44339028,1
normal,normal,0.008861481,0
nmap,normal,0.0112022385,0
neptune,neptune,0.38055706,1
normal,warezclient,0.12364278,1
neptune,neptune,0.5891993,1
neptune,neptune,0.66378516,1
normal,phf,0.08647432,1
normal,satan,0.2845582,1
neptune,neptune,0.59986055,1
normal,normal,0.00054621097,0
neptune,neptune,0.56198263,1
neptune,neptune,0.32198295,1
neptune,neptune,0.62963414,1
normal,normal,0.0008171959,0
normal,warezclient,0.12529655,1
normal,normal,0.003089372,0
neptune,neptune,0.58301604,1
normal,normal,0.0013763218,0
neptune,neptune,0.55205685,1
normal,normal,0.02161985,0
normal,normal,0.00639477,0
neptune,neptune,0.46086034,1
normal,normal,0.0037339628,0
neptune,neptune,0.7328975,1
satan,satan,0.10251736,1
portsweep,portsweep,0.6687557,1
neptune,neptune,0.5411569,1
normal,normal,0.010423747,0
portsweep,portsweep,1.5840771,1
neptune,neptune,0.53303194,1
ipsweep,ipsweep,0.42189634,1
satan,satan,1.2617692,1
neptune,neptune,0.41348282,1
neptune,neptune,0.29161128,1
neptune,neptune,0.60277265,1
normal,warezclient,0.08609688,1
neptune,neptune,0.5877655,1
normal,normal,0.0004381655,0
normal,normal,0.00999007,0
normal,normal,0.0128197055,0
normal,normal,0.0052060643,0
normal,normal,0.0021747034,0
normal,normal,0.053912833,0
ipsweep,ipsweep,0.33185118,1
normal,warezclient,0.12278716,1
normal,normal,0.0004912042,0
back,normal,0.043006696,0
neptune,neptune,0.70491296,1
neptune,neptune,0.59563273,1
normal,normal,0.005309964,0
normal,normal,0.004971096,0
